question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,answer,candidate_name,candidate_party,pct,REGION
118366,64350,2020,,1102,Emerson College,,,Emerson College,88,Emerson College,A-,1250,rv,rv,IVR/Online,U.S. President,0,,2/16/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/18/2020 21:04,,http://emersonpolling.com/2020/02/19/february-national-poll-sanders-takes-the-lead-for-democratic-nomination-bloomberg-on-the-rise/,general,Sanders,Bernard Sanders,DEM,50.6,no location
118366,64350,2020,,1102,Emerson College,,,Emerson College,88,Emerson College,A-,1250,rv,rv,IVR/Online,U.S. President,0,,2/16/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/18/2020 21:04,,http://emersonpolling.com/2020/02/19/february-national-poll-sanders-takes-the-lead-for-democratic-nomination-bloomberg-on-the-rise/,general,Trump,Donald Trump,REP,49.4,no location
118367,64350,2020,,1102,Emerson College,,,Emerson College,88,Emerson College,A-,1250,rv,rv,IVR/Online,U.S. President,0,,2/16/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/18/2020 21:04,,http://emersonpolling.com/2020/02/19/february-national-poll-sanders-takes-the-lead-for-democratic-nomination-bloomberg-on-the-rise/,general,Klobuchar,Amy Klobuchar,DEM,49.1,no location
118367,64350,2020,,1102,Emerson College,,,Emerson College,88,Emerson College,A-,1250,rv,rv,IVR/Online,U.S. President,0,,2/16/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/18/2020 21:04,,http://emersonpolling.com/2020/02/19/february-national-poll-sanders-takes-the-lead-for-democratic-nomination-bloomberg-on-the-rise/,general,Trump,Donald Trump,REP,50.9,no location
118368,64350,2020,,1102,Emerson College,,,Emerson College,88,Emerson College,A-,1250,rv,rv,IVR/Online,U.S. President,0,,2/16/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/18/2020 21:04,,http://emersonpolling.com/2020/02/19/february-national-poll-sanders-takes-the-lead-for-democratic-nomination-bloomberg-on-the-rise/,general,Bloomberg,Michael Bloomberg,DEM,48.9,no location
118368,64350,2020,,1102,Emerson College,,,Emerson College,88,Emerson College,A-,1250,rv,rv,IVR/Online,U.S. President,0,,2/16/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/18/2020 21:04,,http://emersonpolling.com/2020/02/19/february-national-poll-sanders-takes-the-lead-for-democratic-nomination-bloomberg-on-the-rise/,general,Trump,Donald Trump,REP,51.1,no location
118369,64350,2020,,1102,Emerson College,,,Emerson College,88,Emerson College,A-,1250,rv,rv,IVR/Online,U.S. President,0,,2/16/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/18/2020 21:04,,http://emersonpolling.com/2020/02/19/february-national-poll-sanders-takes-the-lead-for-democratic-nomination-bloomberg-on-the-rise/,general,Buttigieg,Pete Buttigieg,DEM,49.4,no location
118369,64350,2020,,1102,Emerson College,,,Emerson College,88,Emerson College,A-,1250,rv,rv,IVR/Online,U.S. President,0,,2/16/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/18/2020 21:04,,http://emersonpolling.com/2020/02/19/february-national-poll-sanders-takes-the-lead-for-democratic-nomination-bloomberg-on-the-rise/,general,Trump,Donald Trump,REP,50.6,no location
118604,64470,2020,Michigan,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,845,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Biden,Joseph R. Biden Jr.,DEM,47,midwest
118604,64470,2020,Michigan,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,845,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,43,midwest
118607,64470,2020,Michigan,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,845,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Sanders,Bernard Sanders,DEM,48,midwest
118607,64470,2020,Michigan,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,845,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,43,midwest
118610,64470,2020,Michigan,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,845,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Warren,Elizabeth Warren,DEM,45,midwest
118610,64470,2020,Michigan,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,845,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,43,midwest
118613,64470,2020,Michigan,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,845,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Buttigieg,Pete Buttigieg,DEM,45,midwest
118613,64470,2020,Michigan,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,845,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,44,midwest
118616,64470,2020,Michigan,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,845,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Klobuchar,Amy Klobuchar,DEM,45,midwest
118616,64470,2020,Michigan,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,845,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,44,midwest
118619,64470,2020,Michigan,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,845,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Bloomberg,Michael Bloomberg,DEM,47,midwest
118619,64470,2020,Michigan,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,845,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,42,midwest
118605,64471,2020,Pennsylvania,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,849,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Biden,Joseph R. Biden Jr.,DEM,50,northeast
118605,64471,2020,Pennsylvania,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,849,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,42,northeast
118608,64471,2020,Pennsylvania,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,849,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Sanders,Bernard Sanders,DEM,48,northeast
118608,64471,2020,Pennsylvania,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,849,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,44,northeast
118611,64471,2020,Pennsylvania,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,849,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Warren,Elizabeth Warren,DEM,47,northeast
118611,64471,2020,Pennsylvania,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,849,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,44,northeast
118614,64471,2020,Pennsylvania,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,849,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Buttigieg,Pete Buttigieg,DEM,47,northeast
118614,64471,2020,Pennsylvania,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,849,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,43,northeast
118617,64471,2020,Pennsylvania,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,849,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Klobuchar,Amy Klobuchar,DEM,49,northeast
118617,64471,2020,Pennsylvania,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,849,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,42,northeast
118620,64471,2020,Pennsylvania,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,849,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Bloomberg,Michael Bloomberg,DEM,48,northeast
118620,64471,2020,Pennsylvania,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,849,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,42,northeast
118606,64472,2020,Wisconsin,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,823,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Biden,Joseph R. Biden Jr.,DEM,42,midwest
118606,64472,2020,Wisconsin,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,823,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,49,midwest
118609,64472,2020,Wisconsin,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,823,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Sanders,Bernard Sanders,DEM,43,midwest
118609,64472,2020,Wisconsin,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,823,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,50,midwest
118612,64472,2020,Wisconsin,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,823,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Warren,Elizabeth Warren,DEM,41,midwest
118612,64472,2020,Wisconsin,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,823,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,51,midwest
118615,64472,2020,Wisconsin,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,823,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Buttigieg,Pete Buttigieg,DEM,41,midwest
118615,64472,2020,Wisconsin,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,823,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,49,midwest
118618,64472,2020,Wisconsin,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,823,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Klobuchar,Amy Klobuchar,DEM,39,midwest
118618,64472,2020,Wisconsin,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,823,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,50,midwest
118621,64472,2020,Wisconsin,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,823,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Bloomberg,Michael Bloomberg,DEM,41,midwest
118621,64472,2020,Wisconsin,396,Quinnipiac University,,,Quinnipiac University,267,Quinnipiac University,B+,823,rv,rv,Live Phone,U.S. President,0,,2/12/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/20/2020 12:05,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,general,Trump,Donald Trump,REP,49,midwest
118575,64462,2020,Florida,509,University of North Florida,76,First Coast News,University of North Florida,360,University of North Florida,A/B,672,rv,rv,Live Phone,U.S. President,0,,2/10/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 22:16,,https://www.unf.edu/uploadedFiles/aa/coas/porl/Feb20.2020.pdf,general,Bloomberg,Michael Bloomberg,DEM,50,south
118575,64462,2020,Florida,509,University of North Florida,76,First Coast News,University of North Florida,360,University of North Florida,A/B,672,rv,rv,Live Phone,U.S. President,0,,2/10/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 22:16,,https://www.unf.edu/uploadedFiles/aa/coas/porl/Feb20.2020.pdf,general,Trump,Donald Trump,REP,44,south
118576,64462,2020,Florida,509,University of North Florida,76,First Coast News,University of North Florida,360,University of North Florida,A/B,668,rv,rv,Live Phone,U.S. President,0,,2/10/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 22:16,,https://www.unf.edu/uploadedFiles/aa/coas/porl/Feb20.2020.pdf,general,Biden,Joseph R. Biden Jr.,DEM,49,south
118576,64462,2020,Florida,509,University of North Florida,76,First Coast News,University of North Florida,360,University of North Florida,A/B,668,rv,rv,Live Phone,U.S. President,0,,2/10/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 22:16,,https://www.unf.edu/uploadedFiles/aa/coas/porl/Feb20.2020.pdf,general,Trump,Donald Trump,REP,48,south
118577,64462,2020,Florida,509,University of North Florida,76,First Coast News,University of North Florida,360,University of North Florida,A/B,671,rv,rv,Live Phone,U.S. President,0,,2/10/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 22:16,,https://www.unf.edu/uploadedFiles/aa/coas/porl/Feb20.2020.pdf,general,Sanders,Bernard Sanders,DEM,48,south
118577,64462,2020,Florida,509,University of North Florida,76,First Coast News,University of North Florida,360,University of North Florida,A/B,671,rv,rv,Live Phone,U.S. President,0,,2/10/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 22:16,,https://www.unf.edu/uploadedFiles/aa/coas/porl/Feb20.2020.pdf,general,Trump,Donald Trump,REP,48,south
118578,64462,2020,Florida,509,University of North Florida,76,First Coast News,University of North Florida,360,University of North Florida,A/B,661,rv,rv,Live Phone,U.S. President,0,,2/10/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 22:16,,https://www.unf.edu/uploadedFiles/aa/coas/porl/Feb20.2020.pdf,general,Warren,Elizabeth Warren,DEM,47,south
118578,64462,2020,Florida,509,University of North Florida,76,First Coast News,University of North Florida,360,University of North Florida,A/B,661,rv,rv,Live Phone,U.S. President,0,,2/10/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 22:16,,https://www.unf.edu/uploadedFiles/aa/coas/porl/Feb20.2020.pdf,general,Trump,Donald Trump,REP,47,south
118579,64462,2020,Florida,509,University of North Florida,76,First Coast News,University of North Florida,360,University of North Florida,A/B,664,rv,rv,Live Phone,U.S. President,0,,2/10/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 22:16,,https://www.unf.edu/uploadedFiles/aa/coas/porl/Feb20.2020.pdf,general,Buttigieg,Pete Buttigieg,DEM,45,south
118579,64462,2020,Florida,509,University of North Florida,76,First Coast News,University of North Florida,360,University of North Florida,A/B,664,rv,rv,Live Phone,U.S. President,0,,2/10/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 22:16,,https://www.unf.edu/uploadedFiles/aa/coas/porl/Feb20.2020.pdf,general,Trump,Donald Trump,REP,49,south
118580,64462,2020,Florida,509,University of North Florida,76,First Coast News,University of North Florida,360,University of North Florida,A/B,662,rv,rv,Live Phone,U.S. President,0,,2/10/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 22:16,,https://www.unf.edu/uploadedFiles/aa/coas/porl/Feb20.2020.pdf,general,Klobuchar,Amy Klobuchar,DEM,44,south
118580,64462,2020,Florida,509,University of North Florida,76,First Coast News,University of North Florida,360,University of North Florida,A/B,662,rv,rv,Live Phone,U.S. President,0,,2/10/2020,2/18/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 22:16,,https://www.unf.edu/uploadedFiles/aa/coas/porl/Feb20.2020.pdf,general,Trump,Donald Trump,REP,48,south
118473,64345,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,947,rv,rv,Online,U.S. President,0,,2/14/2020,2/17/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 9:30,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-02/topline_reuters_2020_election_tracker_02_18_2020_wu1.pdf,general,Biden,Joseph R. Biden Jr.,DEM,42,no location
118473,64345,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,947,rv,rv,Online,U.S. President,0,,2/14/2020,2/17/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 9:30,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-02/topline_reuters_2020_election_tracker_02_18_2020_wu1.pdf,general,Trump,Donald Trump,REP,40,no location
118474,64345,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,947,rv,rv,Online,U.S. President,0,,2/14/2020,2/17/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 9:30,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-02/topline_reuters_2020_election_tracker_02_18_2020_wu1.pdf,general,Sanders,Bernard Sanders,DEM,43,no location
118474,64345,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,947,rv,rv,Online,U.S. President,0,,2/14/2020,2/17/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 9:30,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-02/topline_reuters_2020_election_tracker_02_18_2020_wu1.pdf,general,Trump,Donald Trump,REP,40,no location
118475,64345,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,947,rv,rv,Online,U.S. President,0,,2/14/2020,2/17/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 9:30,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-02/topline_reuters_2020_election_tracker_02_18_2020_wu1.pdf,general,Warren,Elizabeth Warren,DEM,40,no location
118475,64345,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,947,rv,rv,Online,U.S. President,0,,2/14/2020,2/17/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 9:30,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-02/topline_reuters_2020_election_tracker_02_18_2020_wu1.pdf,general,Trump,Donald Trump,REP,41,no location
118476,64345,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,947,rv,rv,Online,U.S. President,0,,2/14/2020,2/17/2020,,,FALSE,,,FALSE,FALSE,2/19/2020 9:31,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-02/topline_reuters_2020_election_tracker_02_18_2020_wu1.pdf,general,Buttigieg,Pete Buttigieg,DEM,43,no location
